100
4.28	29.50	35.74	45.04	16.25	47.30	26.36	24.99	47.61	50.69	0.00	23.43	19.32	24.43	48.42	28.32	41.65	19.72	51.33	26.15	34.43	21.05	30.35	30.40	35.71	28.34	33.44	23.58	34.93	10.79	23.79	14.70	14.65	16.77	25.72	26.22	42.27	25.55	20.94	39.96	9.94	30.23	32.92	34.46	31.37	37.50	20.83	6.62	35.53	24.80	16.98	13.65	4.35	50.40	30.53	26.41	32.86	26.91	15.92	34.84	35.73	25.81	10.50	23.18	41.44	39.95	14.74	10.27	35.25	34.36	35.73	19.92	14.68	33.39	34.80	21.88	27.05	28.77	28.44	49.39	17.92	22.79	19.15	16.98	39.90	8.35	5.39	10.16	44.55	36.30	9.04	40.45	20.94	20.25	10.04	41.46	29.20	15.39	16.95	16.46	
22.97	24.85	12.69	21.96	23.91	23.90	26.15	37.84	24.34	27.48	23.43	0.00	10.11	16.32	24.99	36.05	25.19	34.30	28.01	2.91	23.25	35.74	12.33	36.12	25.50	37.01	35.82	18.74	23.80	34.17	14.22	27.90	21.82	38.70	47.87	15.80	20.96	30.55	16.74	16.56	29.79	6.87	30.69	12.57	16.98	29.06	13.30	26.64	24.33	16.05	40.33	22.57	23.48	27.63	34.14	3.03	35.05	26.09	33.42	20.25	22.10	48.67	13.46	35.46	21.43	21.96	32.35	28.28	26.36	39.63	13.19	29.96	38.01	21.68	24.73	34.55	16.32	28.58	34.51	25.96	18.94	23.67	41.14	7.38	22.42	17.14	20.83	19.43	21.42	26.63	24.64	19.94	4.89	4.62	31.27	22.67	30.47	26.30	38.55	12.24	
17.12	15.85	18.56	30.43	14.30	30.44	16.29	39.87	30.24	33.08	19.32	10.11	0.00	23.86	31.98	40.01	35.23	25.07	34.00	11.18	32.35	36.87	22.29	26.03	34.47	26.93	25.96	25.46	17.52	29.08	5.83	28.98	12.46	31.74	45.04	24.07	23.32	20.44	6.77	24.32	28.12	15.74	21.43	16.21	26.48	37.76	19.93	24.59	33.48	23.78	34.86	24.49	21.23	32.14	24.13	11.73	40.91	16.31	33.13	16.04	31.67	45.02	9.26	25.75	22.19	20.66	31.94	27.34	35.05	29.58	17.90	20.20	33.65	30.82	17.95	24.95	9.05	18.82	24.40	33.09	8.93	13.60	38.43	11.25	32.50	16.63	19.15	11.63	26.97	35.52	17.02	21.32	12.52	5.66	28.93	22.15	20.59	17.02	31.41	3.19	
26.73	39.71	25.70	27.88	33.90	33.43	39.73	25.80	34.75	37.86	24.43	16.32	23.86	0.00	33.53	21.73	17.73	42.10	37.75	18.28	10.08	25.26	10.28	48.28	11.65	47.96	49.21	3.12	39.93	33.94	29.31	19.07	31.58	41.11	42.04	2.30	35.31	42.58	30.38	25.65	24.91	18.50	45.25	27.34	7.86	14.30	4.19	23.29	11.21	0.60	39.82	14.23	21.60	39.35	46.99	17.91	19.07	39.87	25.49	36.57	11.40	44.11	20.04	44.58	36.64	37.89	24.84	22.63	11.68	52.15	27.10	39.71	35.90	8.97	40.76	43.40	32.00	42.36	46.42	34.11	30.87	36.56	35.85	12.77	16.60	16.14	19.28	27.19	32.79	12.47	30.69	34.96	11.82	18.80	27.10	38.32	43.90	35.14	41.34	24.21	
47.76	39.46	13.44	6.59	45.93	2.15	43.38	59.19	4.09	5.47	48.42	24.99	31.98	33.53	0.00	55.14	25.90	56.80	4.59	22.31	32.61	58.11	23.28	54.04	34.55	56.42	51.66	36.64	32.84	59.15	32.00	50.87	44.32	63.28	72.38	31.51	14.57	49.41	36.35	8.55	54.20	18.25	44.71	16.43	27.51	38.15	33.35	51.28	32.98	32.96	65.29	45.43	48.26	8.84	51.22	22.02	50.97	42.94	56.98	27.61	29.29	73.45	38.30	56.87	18.10	22.46	56.04	52.45	36.35	56.52	14.42	51.39	62.97	31.50	34.37	56.26	31.30	44.88	52.99	1.16	40.10	42.58	65.70	31.86	23.46	41.74	45.56	43.35	6.46	35.64	48.76	16.91	28.14	28.57	55.88	20.92	47.10	48.84	63.05	35.07	
32.50	54.73	47.10	49.24	43.90	55.13	52.93	7.69	56.48	59.58	28.32	36.05	40.01	21.73	55.14	0.00	34.64	47.75	59.43	38.61	24.91	10.87	31.88	58.55	24.12	56.66	61.13	18.63	57.51	31.75	45.82	13.68	41.91	40.21	29.49	23.65	56.49	53.40	45.05	47.38	20.72	39.84	59.33	48.24	27.98	22.62	23.10	22.46	25.25	22.28	35.38	15.97	23.98	61.07	58.36	38.38	8.19	53.32	15.90	55.29	28.27	32.96	32.10	51.42	57.40	57.96	16.44	18.98	22.39	62.54	48.31	48.20	30.44	25.29	57.95	50.11	49.04	55.55	56.58	55.66	43.63	49.32	25.73	29.70	35.07	24.35	23.96	36.91	54.50	23.67	37.33	55.82	31.17	36.67	22.60	58.72	56.43	43.57	40.88	38.77	
43.37	49.71	26.10	19.33	48.19	26.94	51.34	40.77	28.96	31.32	41.65	25.19	35.23	17.73	25.90	34.64	0.00	57.71	30.47	25.06	9.77	41.35	12.97	61.25	10.64	61.86	60.99	19.77	46.94	51.56	39.22	36.28	45.94	58.43	59.27	15.63	34.88	55.62	41.92	21.62	42.59	21.74	55.60	29.58	10.29	13.35	20.85	41.00	9.39	17.23	57.51	31.83	39.19	34.22	59.32	24.46	28.30	51.26	42.63	42.25	6.71	61.58	35.18	59.57	37.60	40.63	42.11	40.29	12.49	64.80	28.14	54.27	53.63	9.75	48.18	58.52	40.81	53.73	59.58	25.87	43.83	48.82	53.30	26.68	3.06	33.30	36.75	42.37	28.70	11.36	46.73	35.83	23.44	29.58	44.81	40.15	55.65	50.09	58.59	36.91	
16.00	22.77	43.39	55.50	10.87	55.12	17.62	43.42	54.66	57.26	19.72	34.30	25.07	42.10	56.80	47.75	57.71	0.00	58.36	36.02	52.12	39.20	45.07	14.13	53.74	10.42	18.85	42.01	31.11	18.74	25.16	34.08	12.62	13.68	35.35	43.43	46.07	12.31	20.69	49.37	27.58	40.65	22.40	40.53	47.74	56.07	38.02	25.31	53.27	42.34	20.54	33.33	24.01	55.69	15.98	36.53	52.58	18.35	33.53	33.97	52.68	33.12	22.55	4.12	43.83	40.58	32.53	28.91	53.61	17.37	42.44	6.19	23.21	50.85	30.15	2.99	26.89	18.48	12.62	57.93	16.72	15.97	30.86	31.03	55.40	26.58	24.85	15.35	51.34	54.51	11.48	43.61	34.46	29.74	26.32	42.56	17.34	8.06	12.80	22.25	
50.36	39.70	15.67	11.18	47.52	4.34	43.98	63.26	3.77	1.63	51.33	28.01	34.00	37.75	4.59	59.43	30.47	58.36	0.00	25.20	37.17	62.04	27.56	54.50	39.13	57.17	51.73	40.86	32.45	61.97	33.26	54.66	46.08	65.64	75.77	35.78	13.73	50.18	37.71	12.25	57.62	21.53	44.64	17.88	31.96	42.74	37.33	54.58	37.56	37.18	68.06	49.20	51.47	5.34	51.57	24.99	55.43	43.48	60.67	27.38	33.87	76.67	41.02	58.12	17.10	21.53	59.69	55.95	40.91	56.71	16.10	52.73	65.97	36.04	33.99	57.60	32.11	45.24	53.59	4.66	41.65	43.55	69.06	35.14	28.05	45.04	48.80	45.57	7.05	40.22	50.98	16.30	31.57	31.19	59.20	19.74	47.46	50.53	65.36	37.17	
25.48	24.65	9.79	19.69	25.40	21.15	26.52	40.61	21.51	24.63	26.15	2.91	11.18	18.28	22.31	38.61	25.06	36.02	25.20	0.00	24.26	38.59	12.65	36.81	26.56	38.01	36.10	20.90	22.61	36.86	14.22	30.77	23.43	41.11	50.75	17.46	18.14	31.36	17.39	14.00	32.69	4.63	30.55	9.76	17.79	30.25	15.64	29.52	25.29	17.94	42.99	25.42	26.34	24.72	34.63	0.60	37.24	26.38	36.32	18.62	22.72	51.52	15.99	36.91	18.79	19.64	35.26	31.20	27.58	40.15	10.29	31.36	40.78	22.68	23.67	36.07	15.78	28.81	35.29	23.32	20.10	24.35	44.02	10.29	22.15	20.04	23.70	21.51	18.55	27.73	26.83	17.24	7.52	6.45	34.15	20.19	30.81	27.97	40.93	13.78	
36.81	47.93	28.80	26.16	43.60	33.16	48.58	31.01	34.92	37.70	34.43	23.25	32.35	10.08	32.61	24.91	9.77	52.12	37.17	24.26	0.00	31.71	12.05	57.66	2.32	57.62	58.20	11.10	46.85	43.61	37.31	27.11	41.28	51.02	49.94	8.74	38.42	51.96	39.08	26.32	33.90	22.56	53.68	31.52	6.56	6.16	14.10	32.74	1.17	9.79	49.33	23.12	31.39	40.04	56.16	23.73	18.98	48.64	33.33	42.80	3.48	52.43	29.84	54.49	40.52	42.72	32.91	31.55	3.81	61.45	30.63	49.51	45.16	1.58	47.88	53.34	39.57	51.15	55.86	32.86	40.11	45.62	44.18	21.95	10.28	26.19	29.20	37.07	33.83	3.52	40.74	38.74	19.82	26.84	36.18	42.69	52.85	45.01	51.29	33.25	
25.31	49.90	48.03	52.88	37.29	57.70	47.23	4.26	58.72	61.90	21.05	35.74	36.87	25.26	58.11	10.87	41.35	39.20	62.04	38.59	31.71	0.00	35.31	51.26	31.59	48.82	54.47	22.37	54.13	21.81	42.39	7.97	35.62	30.14	19.09	27.52	56.70	46.57	40.62	49.79	11.66	40.99	53.78	48.31	32.83	31.10	24.76	14.47	32.36	25.85	24.80	13.17	17.07	62.78	51.55	38.53	18.66	47.73	5.73	52.86	34.65	22.33	27.88	43.11	56.94	56.66	6.68	10.77	30.14	55.16	48.84	40.67	19.85	31.60	54.30	41.82	45.74	49.71	49.32	58.81	38.34	43.62	14.87	28.51	41.07	20.24	18.20	30.85	56.27	31.46	29.91	55.55	31.18	34.96	12.98	57.76	50.23	36.32	30.88	34.88	
31.42	37.11	16.94	17.62	35.31	23.27	38.47	36.05	24.69	27.75	30.35	12.33	22.29	10.28	23.28	31.88	12.97	45.07	27.56	12.65	12.05	35.31	0.00	48.29	14.38	48.90	48.14	13.38	35.18	40.83	26.52	28.60	33.08	46.96	51.19	8.23	26.65	42.66	29.01	15.63	33.36	10.51	42.97	19.48	5.52	18.20	10.93	31.07	12.97	9.69	46.98	23.34	28.66	29.48	46.41	12.08	28.23	38.42	34.96	30.91	10.11	52.88	22.67	46.75	28.56	30.66	34.17	31.27	15.68	51.87	18.68	41.40	43.63	10.52	36.29	45.73	28.38	40.91	46.62	23.84	30.86	35.89	44.74	14.16	10.39	22.24	26.00	29.73	22.99	15.58	34.36	26.80	10.62	16.63	35.37	30.67	42.79	37.32	47.02	23.95	
26.14	14.86	41.42	54.40	14.86	52.07	10.70	55.32	51.09	53.14	30.40	36.12	26.03	48.28	54.04	58.55	61.25	14.13	54.50	36.81	57.66	51.26	48.29	0.00	59.63	4.38	5.11	49.04	23.01	32.36	22.93	45.05	17.08	27.79	49.40	49.03	41.02	5.71	19.44	48.01	39.69	41.08	11.18	37.82	52.20	62.57	44.09	36.83	58.83	48.35	34.66	42.98	34.68	50.78	3.17	37.40	62.12	11.10	45.81	27.44	57.40	47.25	28.49	10.27	38.05	34.00	44.70	40.54	59.92	4.01	39.92	10.61	37.08	56.21	21.62	11.17	22.83	9.28	1.97	55.20	17.57	12.47	44.61	35.72	58.53	35.01	34.62	22.01	47.86	60.59	21.39	38.40	38.13	31.67	38.86	36.04	7.08	15.02	26.90	24.50	
38.27	50.11	31.09	28.05	45.45	35.17	50.67	30.58	36.98	39.71	35.71	25.50	34.47	11.65	34.55	24.12	10.64	53.74	39.13	26.56	2.32	31.59	14.38	59.63	0.00	59.49	60.27	12.16	49.14	44.59	39.50	27.52	43.12	52.17	50.12	10.60	40.69	53.93	41.19	28.48	34.58	24.88	55.84	33.84	8.88	3.85	15.79	33.64	1.58	11.45	50.19	23.87	32.49	42.13	58.18	26.04	17.67	50.74	33.60	45.11	5.26	52.75	31.63	56.22	42.82	45.04	33.26	32.21	1.88	63.45	32.93	51.31	45.90	3.89	50.16	55.05	41.81	53.25	57.81	34.76	42.10	47.66	44.54	23.92	11.71	27.57	30.41	38.82	35.98	1.20	42.32	41.04	21.95	29.00	36.88	45.00	54.92	46.77	52.47	35.28	
24.17	18.02	43.48	56.33	14.06	54.52	13.24	52.95	53.67	55.87	28.34	37.01	26.93	47.96	56.42	56.66	61.86	10.42	57.17	38.01	57.62	48.82	48.90	4.38	59.49	0.00	9.49	48.45	26.45	29.07	24.69	43.03	16.38	23.89	45.75	48.91	43.91	7.01	20.74	49.97	37.17	42.45	15.17	40.05	52.47	62.24	43.77	34.53	58.79	48.09	30.89	41.43	32.68	53.70	7.26	38.59	60.73	13.80	43.24	30.55	57.62	43.44	27.94	6.34	41.10	37.21	42.18	38.23	59.64	6.97	42.12	8.56	33.62	56.22	25.15	7.45	25.14	12.52	3.95	57.58	18.08	13.95	41.24	35.72	59.25	33.79	32.94	20.99	50.39	60.39	19.33	41.31	38.49	32.43	36.15	39.25	10.52	13.29	22.98	24.96	
29.16	12.25	39.56	52.60	17.28	49.62	9.68	58.42	48.47	50.31	33.44	35.82	25.96	49.21	51.66	61.13	60.99	18.85	51.73	36.10	58.20	54.47	48.14	5.11	60.27	9.49	0.00	50.28	19.53	36.53	21.89	47.87	19.22	32.52	53.82	49.73	38.07	7.91	19.18	46.23	43.05	40.10	7.20	35.81	52.43	63.40	45.07	40.00	59.35	49.22	39.24	45.31	37.58	47.72	3.01	36.70	64.15	9.74	49.17	24.38	57.63	51.84	30.01	15.19	34.91	30.69	48.02	43.70	60.71	5.11	37.90	14.43	41.37	56.70	18.05	15.96	21.05	7.29	6.25	52.81	18.41	12.65	48.77	36.46	58.16	37.10	37.19	24.23	45.33	61.28	24.62	35.46	38.42	31.60	42.43	32.69	5.37	18.24	31.64	25.02	
26.30	41.28	28.67	30.96	34.43	36.54	40.95	22.75	37.86	40.97	23.58	18.74	25.46	3.12	36.64	18.63	19.77	42.01	40.86	20.90	11.10	22.37	13.38	49.04	12.16	48.45	50.28	0.00	42.03	32.52	31.09	16.56	32.12	40.01	39.58	5.23	38.23	43.39	31.77	28.76	22.91	21.44	46.69	30.17	10.48	14.07	5.60	21.64	12.12	3.69	38.23	12.12	20.34	42.44	47.94	20.57	16.34	41.14	22.96	38.90	13.16	41.81	20.57	44.72	39.45	40.54	22.38	20.58	11.69	52.97	30.02	40.06	34.11	10.35	42.78	43.51	33.92	43.60	47.15	37.21	31.87	37.65	33.54	14.22	18.99	15.55	18.26	27.50	35.88	12.73	30.54	37.79	14.01	20.73	25.17	41.05	45.04	35.41	40.31	25.45	
31.56	8.55	22.18	34.80	22.12	30.73	13.71	57.29	29.38	30.97	34.93	23.80	17.52	39.93	32.84	57.51	46.94	31.11	32.45	22.61	46.85	54.13	35.18	23.01	49.14	26.45	19.53	42.03	0.00	42.79	11.78	46.33	22.12	42.56	60.04	39.58	18.73	19.97	14.00	28.68	44.56	25.21	12.33	18.27	40.39	52.79	36.43	41.02	47.89	39.71	47.63	42.00	37.76	28.24	19.88	23.15	58.01	13.03	50.02	5.27	45.28	59.29	26.25	29.32	15.45	11.16	48.81	44.15	50.10	24.61	20.24	24.92	47.78	45.27	1.54	29.28	8.48	13.93	22.56	33.97	17.53	15.26	53.78	28.18	43.91	33.98	36.06	25.08	26.40	50.30	29.12	16.16	28.12	21.34	44.95	13.16	16.00	25.11	41.93	19.25	
11.96	36.03	46.33	55.82	21.33	57.99	31.83	26.06	58.23	61.28	10.79	34.17	29.08	33.94	59.15	31.75	51.56	18.74	61.97	36.86	43.61	21.81	40.83	32.36	44.59	29.07	36.53	32.52	42.79	0.00	32.69	18.99	20.78	8.47	17.61	35.95	52.37	28.88	29.06	50.72	11.21	40.99	38.05	44.82	41.34	45.82	30.77	11.00	44.64	34.39	6.20	20.88	12.37	60.83	33.52	37.13	38.12	32.50	16.12	43.63	45.33	16.49	20.96	22.85	51.24	49.30	15.39	13.35	43.84	35.92	46.21	22.11	5.05	42.76	42.38	21.65	35.70	33.76	30.59	60.14	25.26	28.67	12.25	27.75	50.03	18.59	14.89	18.05	55.12	45.01	13.70	50.40	31.70	30.80	9.16	50.96	33.50	18.99	9.13	25.98	
20.90	10.63	18.83	31.64	14.44	30.20	12.39	45.51	29.59	32.12	23.79	14.22	5.83	29.31	32.00	45.82	39.22	25.16	33.26	14.22	37.31	42.39	26.52	22.93	39.50	24.69	21.89	31.09	11.78	32.69	0.00	34.56	13.35	34.05	49.37	29.33	21.03	17.76	4.48	25.28	33.13	18.25	16.47	15.57	31.17	42.93	25.51	29.58	38.42	29.18	38.09	30.23	26.27	30.55	20.55	14.83	46.70	12.19	38.41	11.06	36.31	49.01	14.53	24.90	19.14	16.67	37.21	32.56	40.21	26.08	17.59	19.47	37.50	35.75	12.14	24.35	3.35	14.60	21.57	33.15	8.59	10.74	42.91	16.93	36.35	22.21	24.42	14.64	26.27	40.60	19.54	18.68	17.65	10.56	33.71	18.43	16.63	17.54	33.58	7.56	
18.92	42.45	40.32	45.93	30.59	50.33	40.11	11.00	51.25	54.44	14.70	27.90	28.98	19.07	50.87	13.68	36.28	34.08	54.66	30.77	27.11	7.97	28.60	45.05	27.52	43.03	47.87	16.56	46.33	18.99	34.56	0.00	28.73	27.39	23.02	21.36	48.83	40.05	33.01	42.44	7.83	33.38	46.62	40.45	26.91	27.96	17.73	8.84	27.96	19.65	23.66	5.45	10.38	55.15	45.02	30.74	19.19	40.56	6.43	44.93	29.61	25.33	20.12	37.74	49.00	48.70	5.83	5.65	26.40	49.03	41.05	34.61	18.96	26.67	46.55	36.43	37.91	42.66	43.09	51.62	31.00	36.48	17.07	20.61	35.54	12.36	10.81	23.80	48.70	27.68	23.73	47.64	23.44	27.00	10.06	49.80	43.36	30.04	27.96	27.10	
10.54	15.35	30.89	42.88	2.32	42.70	11.74	39.44	42.35	45.05	14.65	21.82	12.46	31.58	44.32	41.91	45.94	12.62	46.08	23.43	41.28	35.62	33.08	17.08	43.12	16.38	19.22	32.12	22.12	20.78	13.35	28.73	0.00	20.85	38.25	32.55	34.34	11.60	9.03	36.78	24.56	28.05	18.28	28.20	36.29	45.86	27.39	21.27	42.44	31.71	25.52	26.11	18.57	43.73	16.49	23.95	45.10	12.31	30.58	23.56	41.39	37.26	11.57	13.70	32.48	29.77	29.39	24.88	43.26	21.07	30.04	8.33	25.81	39.89	21.62	12.74	15.78	14.12	15.13	45.44	4.86	8.22	32.25	19.46	43.46	17.98	17.99	5.02	39.03	44.01	7.08	32.02	22.49	17.22	24.35	31.63	14.64	4.56	20.33	9.66	
15.79	34.83	50.03	60.66	20.46	61.90	29.99	34.37	61.87	64.78	16.77	38.70	31.74	41.11	63.28	40.21	58.43	13.68	65.64	41.11	51.02	30.14	46.96	27.79	52.17	23.89	32.52	40.01	42.56	8.47	34.05	27.39	20.85	0.00	22.11	42.96	54.80	25.60	29.86	55.11	19.65	45.55	35.54	47.94	48.14	53.65	37.60	19.05	52.09	41.51	7.16	28.84	19.68	63.87	29.61	41.48	46.56	30.72	24.51	44.40	52.46	19.57	25.26	17.58	53.17	50.61	23.82	21.73	51.55	30.86	49.57	18.83	11.05	50.05	41.86	16.62	36.63	31.39	26.29	64.33	25.71	27.46	18.62	33.16	56.66	25.13	21.83	20.11	58.64	52.67	14.74	52.59	37.09	34.73	17.63	52.44	30.59	17.46	0.93	28.55	
