60
44.31	42.95	2.99	54.57	41.83	44.50	32.77	44.46	22.81	34.40	23.02	13.79	33.12	8.84	35.01	48.93	33.46	43.97	10.46	33.65	52.96	0.00	22.97	39.19	27.97	33.54	21.57	5.27	17.87	8.82	34.20	12.58	18.75	40.47	30.87	24.63	36.98	7.75	13.88	43.56	0.90	12.12	29.49	33.10	21.48	41.18	43.39	41.01	41.89	33.01	22.55	42.78	20.17	22.41	14.14	34.66	44.98	44.53	20.37	15.82	
28.35	20.17	21.70	31.60	19.50	34.29	9.94	22.74	10.23	19.02	1.22	17.88	13.09	19.13	25.64	25.97	12.63	21.07	30.04	14.48	30.02	22.97	0.00	17.40	5.62	22.11	1.50	27.38	16.86	14.16	12.67	10.53	19.76	18.20	29.36	25.06	18.05	20.77	24.12	22.33	23.13	15.80	25.36	10.13	22.11	28.33	20.46	19.54	21.98	27.53	19.68	22.31	3.95	15.79	16.47	16.84	34.90	21.57	25.39	17.12	
16.67	12.78	37.31	18.37	3.34	27.22	8.36	19.12	25.40	13.21	16.85	35.18	19.21	36.48	22.66	14.02	17.66	11.96	44.11	7.60	17.86	39.19	17.40	0.00	11.79	18.96	18.43	42.85	33.61	30.54	16.06	27.48	36.40	14.89	43.72	30.61	22.73	34.95	35.72	20.31	39.53	33.20	39.35	9.75	29.32	20.39	11.05	18.21	23.08	27.31	35.35	6.04	19.16	22.28	33.76	23.75	27.79	11.05	33.72	28.00	
23.71	16.34	26.40	26.93	14.00	30.97	4.95	20.24	14.69	15.17	5.10	23.47	13.19	24.71	23.16	21.43	12.13	16.89	34.12	9.60	25.56	27.97	5.62	11.79	0.00	19.34	6.67	32.06	22.21	19.18	11.41	15.84	25.08	15.34	33.79	25.53	18.12	24.78	27.04	20.30	28.22	21.41	29.60	5.99	23.11	24.57	16.15	17.49	21.00	26.03	24.57	16.77	7.84	16.03	22.05	17.73	31.58	17.11	26.98	19.47	
11.74	31.12	30.76	36.82	22.13	12.33	21.31	36.92	32.28	5.75	20.90	36.71	32.42	35.39	3.93	32.93	31.23	30.65	33.82	12.06	36.63	33.54	22.11	18.96	19.34	0.00	21.79	35.04	37.36	27.23	30.21	26.52	40.21	32.11	51.15	14.30	37.21	26.58	23.85	37.64	34.24	33.87	47.33	23.36	14.85	7.64	29.73	35.06	39.37	8.42	41.12	17.22	20.10	11.12	35.56	37.04	12.93	29.92	19.03	17.95	
28.61	21.65	20.25	33.02	20.67	34.06	11.24	24.23	10.51	19.06	1.58	17.12	14.43	18.05	25.21	27.40	14.04	22.53	28.54	14.97	31.46	21.57	1.50	18.43	6.67	21.79	0.00	25.92	16.43	12.76	14.13	9.22	19.35	19.70	29.43	23.95	19.35	19.27	22.67	23.80	21.76	14.88	25.54	11.55	20.93	28.26	21.90	21.02	23.38	26.83	19.57	23.13	2.60	14.82	15.73	18.02	34.66	23.00	24.09	15.75	
46.32	47.52	5.68	58.90	45.66	45.17	36.95	49.35	28.00	36.70	27.28	18.94	38.13	13.96	35.97	53.31	38.39	48.45	5.77	36.78	57.38	5.27	27.38	42.85	32.06	35.04	25.92	0.00	23.08	13.34	39.05	17.30	23.81	45.22	35.64	24.26	42.11	8.52	12.67	48.51	5.75	17.38	34.50	37.46	21.55	42.58	47.83	45.92	46.98	33.23	27.69	45.96	24.23	24.11	19.37	39.83	45.60	48.92	19.39	17.12	
45.04	31.90	19.02	44.17	35.09	49.68	25.38	31.13	8.84	35.35	17.83	4.25	19.64	9.17	40.35	38.60	20.64	33.39	28.23	31.34	42.10	17.87	16.86	33.61	22.21	37.36	16.43	23.08	0.00	13.78	22.01	11.78	2.91	28.41	14.81	35.06	21.94	21.85	28.13	29.70	17.34	5.99	12.21	24.56	31.57	44.33	33.12	27.70	26.97	40.73	4.94	38.96	17.43	28.04	3.75	19.27	50.27	34.45	32.84	24.86	
37.11	34.22	7.73	45.77	33.10	39.04	23.96	36.04	15.58	27.05	14.20	11.06	24.97	8.28	29.43	40.14	25.14	35.20	16.82	25.41	44.17	8.82	14.16	30.54	19.18	27.23	12.76	13.34	13.78	0.00	25.74	4.02	15.88	31.88	28.49	21.80	29.20	8.55	14.43	35.27	9.04	8.17	25.97	24.29	18.31	34.79	34.60	32.64	33.94	28.63	18.69	34.43	11.41	16.46	10.46	27.10	39.58	35.73	19.12	11.59	
32.07	9.91	33.47	22.17	15.86	41.11	9.14	10.30	13.23	25.35	13.38	25.05	3.26	28.24	34.12	16.64	1.71	11.47	42.30	18.87	20.09	34.20	12.67	16.06	11.41	30.21	14.13	39.05	22.01	25.74	0.00	21.75	24.29	6.49	28.75	36.77	7.08	33.19	36.79	9.68	34.17	24.22	24.34	7.08	34.15	34.39	11.31	6.94	9.63	37.34	21.98	22.09	16.60	27.26	23.71	7.70	41.73	12.66	37.76	29.69	
35.55	30.38	11.74	42.07	29.85	38.68	20.45	32.05	11.83	25.51	10.75	10.24	20.95	9.38	29.16	36.41	21.13	31.41	20.82	23.00	40.41	12.58	10.53	27.48	15.84	26.52	9.22	17.30	11.78	4.02	21.75	0.00	14.33	27.94	26.56	23.31	25.21	12.26	17.57	31.25	12.66	7.36	23.59	20.62	19.82	33.86	30.85	28.63	29.93	29.10	16.42	31.77	8.41	16.47	9.20	23.15	39.24	32.01	21.41	13.17	
47.95	34.20	20.28	46.45	37.80	52.51	28.13	33.02	11.32	38.25	20.74	5.11	21.73	9.92	43.15	40.93	22.84	35.74	29.21	34.24	44.33	18.75	19.76	36.40	25.08	40.21	19.35	23.81	2.91	15.88	24.29	14.33	0.00	30.59	12.66	37.47	23.56	23.54	29.98	31.50	18.11	7.74	10.74	27.24	33.96	47.21	35.51	29.66	28.52	43.40	4.09	41.80	20.33	30.72	5.43	20.84	53.10	36.85	35.00	27.23	
31.57	4.03	39.59	15.92	13.36	41.83	11.23	4.96	19.68	26.69	18.67	31.53	8.89	34.71	36.03	10.62	7.77	5.80	48.21	20.10	13.75	40.47	18.20	14.89	15.34	32.11	19.70	45.22	28.41	31.88	6.49	27.94	30.59	0.00	33.88	40.69	9.49	38.97	42.06	5.55	40.48	30.70	29.53	9.48	38.41	34.98	6.04	3.35	8.30	39.92	28.03	20.45	21.96	31.26	30.19	11.60	42.42	7.29	42.31	34.66	
57.48	37.88	32.70	49.40	44.28	63.46	35.45	34.54	19.19	48.37	30.52	17.72	25.54	22.24	54.41	44.44	27.04	39.63	41.26	43.39	47.06	30.87	29.36	43.72	33.79	51.15	29.43	35.64	14.81	28.49	28.75	26.56	12.66	33.88	0.00	49.86	24.77	36.17	42.63	32.64	30.14	20.39	4.41	33.98	46.37	57.67	39.70	31.77	28.74	55.22	10.22	49.60	31.07	42.54	18.06	22.33	64.06	41.03	47.61	39.67	
25.85	40.92	21.65	48.97	33.94	21.46	29.52	45.64	33.35	18.81	24.00	32.84	37.92	29.73	13.33	44.34	37.20	40.95	21.44	23.00	48.34	24.63	25.06	30.61	25.53	14.30	23.95	24.26	35.06	21.80	36.77	23.31	37.47	40.69	49.86	0.00	42.95	16.89	11.66	45.81	25.49	29.90	46.83	31.21	3.51	20.56	40.08	43.01	46.40	9.26	39.73	30.58	21.40	9.51	32.11	41.89	21.82	40.63	5.29	10.25	
39.03	13.49	36.79	24.63	22.02	48.20	16.22	9.88	14.27	32.42	19.01	25.73	5.03	29.79	41.10	19.79	6.00	15.28	46.03	25.95	22.29	36.98	18.05	22.73	18.12	37.21	19.35	42.11	21.94	29.20	7.08	25.21	23.56	9.49	24.77	42.95	0.00	37.32	41.69	8.12	36.78	25.71	20.54	14.16	40.12	41.47	15.53	7.02	5.04	44.15	20.33	28.69	21.94	33.51	24.58	2.74	48.81	16.78	43.43	35.08	
37.80	40.82	4.76	51.70	37.90	37.05	29.73	43.43	24.06	28.19	20.41	18.45	32.84	14.21	27.69	46.21	32.81	41.57	9.34	28.55	50.34	7.75	20.77	34.95	24.78	26.58	19.27	8.52	21.85	8.55	33.19	12.26	23.54	38.97	36.17	16.89	37.32	0.00	6.60	42.85	8.61	15.90	34.04	30.51	13.77	34.16	40.88	40.12	41.90	25.37	26.78	37.71	17.16	15.60	18.23	35.35	37.51	41.88	12.73	8.63	
35.54	43.38	11.04	53.41	38.90	32.91	31.87	46.77	29.30	26.72	23.47	24.92	36.94	20.80	24.09	48.16	36.68	43.89	10.03	28.61	52.30	13.88	24.12	35.72	27.04	23.85	22.67	12.67	28.13	14.43	36.79	17.57	29.98	42.06	42.63	11.66	41.69	6.60	0.00	46.44	14.78	22.27	40.34	33.01	9.31	31.07	43.12	43.64	45.98	20.80	33.05	37.47	20.21	14.02	24.61	39.98	33.31	43.97	6.73	7.75	
36.95	8.06	42.99	17.03	18.48	47.35	16.59	2.01	21.48	32.24	22.98	33.28	10.49	37.01	41.56	12.88	10.13	9.61	51.93	25.65	14.65	43.56	22.33	20.31	20.30	37.64	23.80	48.51	29.70	35.27	9.68	31.25	31.50	5.55	32.64	45.81	8.12	42.85	46.44	0.00	43.46	32.92	28.50	14.70	43.39	40.50	10.24	2.82	4.15	45.38	28.40	25.66	26.23	36.32	32.05	10.83	47.94	11.14	47.16	39.25	
44.93	43.03	3.85	54.72	42.12	45.27	32.98	44.40	22.57	35.00	23.22	13.20	33.00	8.23	35.77	49.07	33.38	44.07	11.14	34.10	53.07	0.90	23.13	39.53	28.22	34.24	21.76	5.75	17.34	9.04	34.17	12.66	18.11	40.48	30.14	25.49	36.78	8.61	14.78	43.46	0.00	11.67	28.84	33.26	22.33	41.88	43.51	40.94	41.71	33.83	21.96	43.21	20.44	23.11	13.62	34.42	45.76	44.67	21.27	16.59	
42.65	33.78	13.05	45.93	35.17	46.03	25.43	34.10	11.48	32.67	16.45	2.96	22.47	4.09	36.50	40.26	23.14	35.08	22.35	29.63	44.04	12.12	15.80	33.20	21.41	33.87	14.88	17.38	5.99	8.17	24.22	7.36	7.74	30.70	20.39	29.90	25.71	15.90	22.27	32.92	11.67	0.00	18.15	25.09	26.40	41.18	34.67	30.61	30.73	36.28	10.91	38.01	14.98	23.74	2.34	23.20	46.60	35.94	27.28	19.66	
53.30	33.53	30.99	45.14	39.88	59.60	31.10	30.37	15.13	44.34	26.54	15.80	21.14	20.66	50.67	40.12	22.64	35.27	39.94	39.20	42.82	29.49	25.36	39.35	29.60	47.33	25.54	34.50	12.21	25.97	24.34	23.59	10.74	29.53	4.41	46.83	20.54	34.04	40.34	28.50	28.84	18.15	0.00	29.61	43.37	53.68	35.32	27.52	24.69	51.74	7.29	45.25	27.33	39.12	15.82	18.03	60.20	36.66	44.92	36.75	
25.09	10.38	31.78	21.47	10.59	34.05	2.07	14.43	16.00	18.32	10.19	26.67	9.89	28.77	27.28	15.85	8.43	11.06	39.85	11.80	19.92	33.10	10.13	9.75	5.99	23.36	11.55	37.46	24.56	24.29	7.08	20.62	27.24	9.48	33.98	31.21	14.16	30.51	33.01	14.70	33.26	25.09	29.61	0.00	28.95	27.31	10.38	11.96	16.03	30.80	25.84	15.71	13.36	21.78	25.25	14.60	34.66	11.46	32.90	25.46	
26.59	38.92	18.50	47.60	32.64	23.66	27.38	43.33	30.05	18.50	21.11	29.33	35.12	26.27	14.79	42.75	34.47	39.08	19.33	21.78	46.82	21.48	22.11	29.32	23.11	14.85	20.93	21.55	31.57	18.31	34.15	19.82	33.96	38.41	46.37	3.51	40.12	13.77	9.31	43.39	22.33	26.40	43.37	28.95	0.00	21.83	38.23	40.57	43.76	11.68	36.25	29.97	18.34	7.25	28.60	38.94	24.08	38.87	4.47	6.74	
6.28	33.16	38.38	36.32	22.99	6.85	25.26	39.45	38.55	9.41	27.15	43.96	37.01	42.88	7.24	33.43	35.65	32.30	41.09	15.54	36.62	41.18	28.33	20.39	24.57	7.64	28.26	42.58	44.33	34.79	34.39	33.86	47.21	34.98	57.67	20.56	41.47	34.16	31.07	40.50	41.88	41.18	53.68	27.31	21.83	0.00	31.40	38.19	42.86	12.22	47.81	16.43	26.91	18.77	42.76	41.74	7.44	31.26	25.68	25.53	
27.26	2.21	42.15	11.29	8.57	38.21	11.25	8.64	24.29	24.04	20.58	35.86	14.29	38.53	33.54	5.61	12.91	0.92	50.22	17.79	9.57	43.39	20.46	11.05	16.15	29.73	21.90	47.83	33.12	34.60	11.31	30.85	35.51	6.04	39.70	40.08	15.53	40.88	43.12	10.24	43.51	34.67	35.32	10.38	38.23	31.40	0.00	9.05	13.88	37.94	33.29	15.74	23.74	30.98	34.47	17.55	38.78	1.35	42.41	35.45	
34.88	6.87	40.36	17.62	16.70	45.03	13.89	3.49	19.25	29.74	20.18	31.13	8.15	34.68	38.99	12.81	7.56	8.62	49.24	23.13	15.30	41.01	19.54	18.21	17.49	35.06	21.02	45.92	27.70	32.64	6.94	28.63	29.66	3.35	31.77	43.01	7.02	40.12	43.64	2.82	40.94	30.61	27.52	11.96	40.57	38.19	9.05	0.00	4.96	42.72	26.76	23.80	23.43	33.52	29.85	9.51	45.63	10.17	44.33	36.43	
39.74	11.68	41.59	21.16	21.66	49.69	18.06	6.15	19.27	34.21	22.82	30.77	9.07	34.81	43.30	16.99	9.35	13.36	50.75	27.61	18.78	41.89	21.98	23.08	21.00	39.37	23.38	46.98	26.97	33.94	9.63	29.93	28.52	8.30	28.74	46.40	5.04	41.90	45.98	4.15	41.71	30.73	24.69	16.03	43.76	42.86	13.88	4.96	0.00	46.78	25.17	28.74	25.93	36.90	29.62	7.71	50.29	14.92	47.29	39.10	
18.18	39.23	30.04	45.24	30.52	12.20	28.83	44.81	37.18	14.15	26.32	39.23	39.20	36.88	5.38	41.32	38.16	38.86	30.68	20.16	45.04	33.01	27.53	27.31	26.03	8.42	26.83	33.23	40.73	28.63	37.34	29.10	43.40	39.92	55.22	9.26	44.15	25.37	20.80	45.38	33.83	36.28	51.74	30.80	11.68	12.22	37.94	42.72	46.78	0.00	45.01	25.55	24.63	12.69	38.28	43.65	12.56	38.20	14.54	17.43	
48.02	31.81	23.86	43.95	36.42	53.45	26.99	30.03	9.97	38.62	20.78	8.76	19.15	13.73	44.29	38.55	20.41	33.43	32.98	34.04	41.76	22.55	19.68	35.35	24.57	41.12	19.57	27.69	4.94	18.69	21.98	16.42	4.09	28.03	10.22	39.73	20.33	26.78	33.05	28.40	21.96	10.91	7.29	25.84	36.25	47.81	33.29	26.76	25.17	45.01	0.00	41.00	21.02	32.32	8.61	17.59	54.04	34.64	37.68	29.58	
11.59	17.76	40.63	20.01	7.20	23.01	14.16	24.27	31.03	11.83	21.57	40.19	25.24	41.02	20.39	17.05	23.69	16.57	46.54	9.18	20.21	42.78	22.31	6.04	16.77	17.22	23.13	45.96	38.96	34.43	22.09	31.77	41.80	20.45	49.60	30.58	28.69	37.71	37.47	25.66	43.21	38.01	45.25	15.71	29.97	16.43	15.74	23.80	28.74	25.55	41.00	0.00	23.36	23.51	38.79	29.77	23.54	15.33	34.44	30.00	
27.79	23.66	18.57	34.70	21.68	32.43	12.73	26.59	12.55	17.95	3.29	17.49	17.01	17.70	23.35	29.15	16.58	24.42	26.49	14.69	33.25	20.17	3.95	19.16	7.84	20.10	2.60	24.23	17.43	11.41	16.60	8.41	20.33	21.96	31.07	21.40	21.94	17.16	20.21	26.23	20.44	14.98	27.33	13.36	18.34	26.91	23.74	23.43	25.93	24.63	21.02	23.36	0.00	12.39	16.18	20.62	33.03	24.78	21.49	13.17	
22.20	31.68	19.65	40.46	25.57	22.59	20.16	36.19	24.81	12.82	14.68	26.68	28.48	24.73	12.97	35.54	27.71	31.84	23.52	14.86	39.62	22.41	15.79	22.28	16.03	11.12	14.82	24.11	28.04	16.46	27.26	16.47	30.72	31.26	42.54	9.51	33.51	15.60	14.02	36.32	23.11	23.74	39.12	21.78	7.25	18.77	30.98	33.52	36.90	12.69	32.32	23.51	12.39	0.00	25.67	32.55	23.13	31.63	11.51	7.03	
43.96	33.45	15.27	45.68	35.55	47.79	25.77	33.33	10.60	34.07	17.26	1.43	21.70	5.55	38.31	40.04	22.50	34.83	24.48	30.66	43.72	14.14	16.47	33.76	22.05	35.56	15.73	19.37	3.75	10.46	23.71	9.20	5.43	30.19	18.06	32.11	24.58	18.23	24.61	32.05	13.62	2.34	15.82	25.25	28.60	42.76	34.47	29.85	29.62	38.28	8.61	38.79	16.18	25.67	0.00	21.99	48.36	35.77	29.58	21.86	
39.69	15.63	34.59	27.11	23.39	48.37	16.59	12.54	11.86	32.52	17.90	23.11	4.74	27.27	40.89	22.12	6.18	17.40	43.90	26.21	24.81	34.66	16.84	23.75	17.73	37.04	18.02	39.83	19.27	27.10	7.70	23.15	20.84	11.60	22.33	41.89	2.74	35.35	39.98	10.83	34.42	23.20	18.03	14.60	38.94	41.74	17.55	9.51	7.71	43.65	17.59	29.77	20.62	32.55	21.99	0.00	48.98	18.85	42.07	33.62	
12.31	40.57	42.06	43.14	30.31	0.62	32.59	46.88	45.12	16.47	33.70	49.48	44.27	47.84	10.15	40.58	42.94	39.67	43.23	22.85	43.61	44.98	34.90	27.79	31.58	12.93	34.66	45.60	50.27	39.58	41.73	39.24	53.10	42.42	64.06	21.82	48.81	37.51	33.31	47.94	45.76	46.60	60.20	34.66	24.08	7.44	38.78	45.63	50.29	12.56	54.04	23.54	33.03	23.13	48.36	48.98	0.00	38.59	27.09	29.17	
26.90	3.31	43.24	10.07	8.29	38.04	12.18	9.41	25.61	24.19	21.65	37.16	15.64	39.79	33.68	4.40	14.26	1.56	51.22	18.09	8.47	44.53	21.57	11.05	17.11	29.92	23.00	48.92	34.45	35.73	12.66	32.01	36.85	7.29	41.03	40.63	16.78	41.88	43.97	11.14	44.67	35.94	36.66	11.46	38.87	31.26	1.35	10.17	14.92	38.20	34.64	15.33	24.78	31.63	35.77	18.85	38.59	0.00	43.10	36.28	
