80
27.28	20.42	21.60	31.63	19.10	33.09	9.76	23.31	11.42	17.87	0.00	18.65	14.02	19.63	24.42	26.03	13.47	21.23	29.72	13.51	30.11	23.02	1.22	16.85	5.10	20.90	1.58	27.28	17.83	14.20	13.38	10.75	20.74	18.67	30.52	24.00	19.01	20.41	23.47	22.98	23.22	16.45	26.54	10.19	21.11	27.15	20.58	20.18	22.82	26.32	20.78	21.57	3.29	14.68	17.26	17.90	33.70	21.65	24.48	16.31	9.40	12.76	27.12	26.06	25.33	29.81	28.32	9.01	21.16	16.70	25.30	19.05	24.27	26.86	22.65	18.14	13.85	13.77	19.45	20.39	
45.26	34.82	15.18	47.06	36.98	48.91	27.20	34.59	11.89	35.34	18.65	0.00	22.98	4.98	39.40	41.42	23.82	36.21	24.22	32.02	45.08	13.79	17.88	35.18	23.47	36.71	17.12	18.94	4.25	11.06	25.05	10.24	5.11	31.53	17.72	32.84	25.73	18.45	24.92	33.28	13.20	2.96	15.80	26.67	29.33	43.96	35.86	31.13	30.77	39.23	8.76	40.19	17.49	26.68	1.43	23.11	49.48	37.16	30.12	22.59	17.43	31.15	16.52	44.61	43.95	26.06	46.07	22.69	39.60	33.25	42.83	25.64	34.65	44.33	17.02	30.95	21.81	31.88	14.27	34.82	
34.97	12.68	32.66	24.81	19.11	43.65	11.86	11.63	11.10	27.81	14.02	22.98	0.00	26.55	36.28	19.42	1.57	14.34	41.74	21.48	22.64	33.12	13.09	19.21	13.19	32.42	14.43	38.13	19.64	24.97	3.26	20.95	21.73	8.89	25.54	37.92	5.03	32.84	36.94	10.49	33.00	22.47	21.14	9.89	35.12	37.01	14.29	8.15	9.07	39.20	19.15	25.24	17.01	28.48	21.70	4.74	44.27	15.64	38.48	30.18	6.16	21.51	36.99	31.58	30.19	42.37	36.47	22.89	23.26	13.69	34.21	33.02	11.88	35.69	15.12	31.53	1.32	16.06	30.67	32.92	
44.85	37.72	10.46	49.81	38.63	47.30	28.97	38.17	15.57	34.79	19.63	4.98	26.55	0.00	37.69	44.14	27.19	38.98	19.29	32.36	47.96	8.84	19.13	36.48	24.71	35.39	18.05	13.96	9.17	8.28	28.24	9.38	9.92	34.71	22.24	29.73	29.79	14.21	20.80	37.01	8.23	4.09	20.66	28.77	26.27	42.88	38.53	34.68	34.81	36.88	13.73	41.02	17.70	24.73	5.55	27.27	47.84	39.79	26.47	19.66	20.62	31.36	11.59	44.83	44.36	21.22	45.48	21.62	40.78	35.47	42.14	22.48	38.39	43.60	21.96	28.93	25.47	33.35	9.88	33.09	
12.90	34.98	32.13	40.25	25.76	9.62	25.24	40.82	35.72	9.50	24.42	39.40	36.28	37.69	0.00	36.56	35.11	34.45	34.12	15.95	40.17	35.01	25.64	22.66	23.16	3.93	25.21	35.97	40.35	29.43	34.12	29.16	43.15	36.03	54.41	13.33	41.10	27.69	24.09	41.56	35.77	36.50	50.67	27.28	14.79	7.24	33.54	38.99	43.30	5.38	44.29	20.39	23.35	12.97	38.31	40.89	10.15	33.68	18.48	19.19	33.42	15.40	38.08	17.46	18.63	32.16	12.11	16.90	22.93	29.06	9.45	17.75	42.43	9.92	47.07	8.92	36.67	23.40	30.67	4.60	
28.51	6.75	47.63	5.68	10.81	40.05	16.49	10.90	29.77	27.18	26.03	41.42	19.42	44.14	36.56	0.00	18.15	5.21	55.55	21.48	4.14	48.93	25.97	14.02	21.43	32.93	27.40	53.31	38.60	40.14	16.64	36.41	40.93	10.62	44.44	44.34	19.79	46.21	48.16	12.88	49.07	40.26	40.12	15.85	42.75	33.43	5.61	12.81	16.99	41.32	38.55	17.05	29.15	35.54	40.04	22.12	40.58	4.40	47.04	40.44	24.06	22.49	53.03	23.05	21.26	55.35	30.31	31.51	14.17	9.51	29.82	42.30	12.45	30.78	33.86	36.49	20.73	14.50	45.48	35.36	
33.51	11.40	32.86	23.61	17.54	42.33	10.43	11.04	11.94	26.51	13.47	23.82	1.57	27.19	35.11	18.15	0.00	13.02	41.83	20.11	21.49	33.46	12.63	17.66	12.13	31.23	14.04	38.39	20.64	25.14	1.71	21.13	22.84	7.77	27.04	37.20	6.00	32.81	36.68	10.13	33.38	23.14	22.64	8.43	34.47	35.65	12.91	7.56	9.35	38.16	20.41	23.69	16.58	27.71	22.50	6.18	42.94	14.26	37.95	29.75	6.58	20.20	37.38	30.05	28.65	42.35	35.02	22.18	21.70	12.14	32.81	32.52	11.51	34.28	16.66	30.62	2.76	14.54	30.84	31.85	
28.11	1.79	42.77	10.86	9.43	39.10	12.02	7.92	24.56	24.96	21.23	36.21	14.34	38.98	34.45	5.21	13.02	0.00	50.91	18.70	9.02	43.97	21.07	11.96	16.89	30.65	22.53	48.45	33.39	35.20	11.47	31.41	35.74	5.80	39.63	40.95	15.28	41.57	43.89	9.61	44.07	35.08	35.27	11.06	39.08	32.30	0.92	8.62	13.36	38.86	33.43	16.57	24.42	31.84	34.83	17.40	39.67	1.56	43.26	36.23	18.84	19.54	48.05	23.12	21.39	50.84	29.87	27.39	13.75	5.57	28.81	38.30	9.71	29.96	29.07	33.25	15.66	11.25	40.63	32.68	
45.44	50.14	9.44	61.03	47.12	42.85	39.07	52.59	32.25	36.34	29.72	24.22	41.74	19.29	34.12	55.55	41.83	50.91	0.00	37.45	59.68	10.46	30.04	44.11	34.12	33.82	28.54	5.77	28.23	16.82	42.30	20.82	29.21	48.21	41.26	21.44	46.03	9.34	10.03	51.93	11.14	22.35	39.94	39.85	19.33	41.09	50.22	49.24	50.75	30.68	32.98	46.54	26.49	23.52	24.48	43.90	43.23	51.22	16.21	16.62	35.63	36.22	9.10	47.78	48.04	2.85	45.31	24.96	47.50	46.07	42.02	16.68	53.29	43.09	40.91	25.99	41.00	41.91	11.17	30.32	
14.11	19.09	31.46	25.97	10.94	22.24	9.74	24.87	24.25	6.61	13.51	32.02	21.48	32.36	15.95	21.48	20.11	18.70	37.45	0.00	25.41	33.65	14.48	7.60	9.60	12.06	14.97	36.78	31.34	25.41	18.87	23.00	34.24	20.10	43.39	23.00	25.95	28.55	28.61	25.65	34.10	29.63	39.20	11.80	21.78	15.54	17.79	23.13	27.61	20.16	34.04	9.18	14.69	14.86	30.66	26.21	22.85	18.09	26.21	21.00	20.23	1.24	37.59	12.58	12.00	36.57	15.38	12.60	10.11	13.20	12.81	22.08	26.49	14.32	34.44	15.10	22.13	7.50	29.40	13.99	
31.39	10.27	51.70	2.39	14.56	43.11	20.62	12.66	33.32	30.89	30.11	45.08	22.64	47.96	40.17	4.14	21.49	9.02	59.68	25.41	0.00	52.96	30.02	17.86	25.56	36.63	31.46	57.38	42.10	44.17	20.09	40.41	44.33	13.75	47.06	48.34	22.29	50.34	52.30	14.65	53.07	44.04	42.82	19.92	46.82	36.62	9.57	15.30	18.78	45.04	41.76	20.21	33.25	39.62	43.72	24.81	43.61	8.47	51.13	44.58	27.66	26.45	57.04	25.76	23.99	59.49	33.18	35.65	17.41	13.65	32.99	46.42	13.87	33.85	36.52	40.47	23.94	18.58	49.55	39.19	
44.31	42.95	2.99	54.57	41.83	44.50	32.77	44.46	22.81	34.40	23.02	13.79	33.12	8.84	35.01	48.93	33.46	43.97	10.46	33.65	52.96	0.00	22.97	39.19	27.97	33.54	21.57	5.27	17.87	8.82	34.20	12.58	18.75	40.47	30.87	24.63	36.98	7.75	13.88	43.56	0.90	12.12	29.49	33.10	21.48	41.18	43.39	41.01	41.89	33.01	22.55	42.78	20.17	22.41	14.14	34.66	44.98	44.53	20.37	15.82	26.97	32.48	4.10	45.42	45.29	12.50	44.60	21.35	43.13	39.70	41.19	17.78	44.94	42.51	30.63	26.12	32.21	36.46	4.44	30.58	
28.35	20.17	21.70	31.60	19.50	34.29	9.94	22.74	10.23	19.02	1.22	17.88	13.09	19.13	25.64	25.97	12.63	21.07	30.04	14.48	30.02	22.97	0.00	17.40	5.62	22.11	1.50	27.38	16.86	14.16	12.67	10.53	19.76	18.20	29.36	25.06	18.05	20.77	24.12	22.33	23.13	15.80	25.36	10.13	22.11	28.33	20.46	19.54	21.98	27.53	19.68	22.31	3.95	15.79	16.47	16.84	34.90	21.57	25.39	17.12	8.25	13.78	27.07	26.98	26.20	30.24	29.42	10.13	21.77	16.76	26.43	19.93	23.64	27.98	21.43	19.31	12.85	14.22	19.56	21.61	
16.67	12.78	37.31	18.37	3.34	27.22	8.36	19.12	25.40	13.21	16.85	35.18	19.21	36.48	22.66	14.02	17.66	11.96	44.11	7.60	17.86	39.19	17.40	0.00	11.79	18.96	18.43	42.85	33.61	30.54	16.06	27.48	36.40	14.89	43.72	30.61	22.73	34.95	35.72	20.31	39.53	33.20	39.35	9.75	29.32	20.39	11.05	18.21	23.08	27.31	35.35	6.04	19.16	22.28	33.76	23.75	27.79	11.05	33.72	28.00	20.24	8.72	43.25	12.49	11.01	43.46	18.37	19.19	4.47	7.07	16.96	29.38	20.87	18.20	33.84	22.70	20.21	3.44	35.18	21.35	
23.71	16.34	26.40	26.93	14.00	30.97	4.95	20.24	14.69	15.17	5.10	23.47	13.19	24.71	23.16	21.43	12.13	16.89	34.12	9.60	25.56	27.97	5.62	11.79	0.00	19.34	6.67	32.06	22.21	19.18	11.41	15.84	25.08	15.34	33.79	25.53	18.12	24.78	27.04	20.30	28.22	21.41	29.60	5.99	23.11	24.57	16.15	17.49	21.00	26.03	24.57	16.77	7.84	16.03	22.05	17.73	31.58	17.11	26.98	19.47	10.74	9.19	32.08	21.76	20.85	33.96	24.94	10.87	16.16	11.95	22.21	21.77	21.47	23.75	24.93	18.59	13.51	8.66	24.25	19.74	
11.74	31.12	30.76	36.82	22.13	12.33	21.31	36.92	32.28	5.75	20.90	36.71	32.42	35.39	3.93	32.93	31.23	30.65	33.82	12.06	36.63	33.54	22.11	18.96	19.34	0.00	21.79	35.04	37.36	27.23	30.21	26.52	40.21	32.11	51.15	14.30	37.21	26.58	23.85	37.64	34.24	33.87	47.33	23.36	14.85	7.64	29.73	35.06	39.37	8.42	41.12	17.22	20.10	11.12	35.56	37.04	12.93	29.92	19.03	17.95	29.72	11.47	36.87	15.28	16.18	32.11	11.50	14.02	19.58	25.22	8.24	17.14	38.52	9.28	43.52	7.83	32.83	19.54	29.12	3.66	
28.61	21.65	20.25	33.02	20.67	34.06	11.24	24.23	10.51	19.06	1.58	17.12	14.43	18.05	25.21	27.40	14.04	22.53	28.54	14.97	31.46	21.57	1.50	18.43	6.67	21.79	0.00	25.92	16.43	12.76	14.13	9.22	19.35	19.70	29.43	23.95	19.35	19.27	22.67	23.80	21.76	14.88	25.54	11.55	20.93	28.26	21.90	21.02	23.38	26.83	19.57	23.13	2.60	14.82	15.73	18.02	34.66	23.00	24.09	15.75	9.29	14.17	25.67	27.54	26.84	28.74	29.61	9.18	22.74	18.13	26.54	18.62	25.11	28.08	21.92	18.50	14.12	15.34	18.10	21.05	
46.32	47.52	5.68	58.90	45.66	45.17	36.95	49.35	28.00	36.70	27.28	18.94	38.13	13.96	35.97	53.31	38.39	48.45	5.77	36.78	57.38	5.27	27.38	42.85	32.06	35.04	25.92	0.00	23.08	13.34	39.05	17.30	23.81	45.22	35.64	24.26	42.11	8.52	12.67	48.51	5.75	17.38	34.50	37.46	21.55	42.58	47.83	45.92	46.98	33.23	27.69	45.96	24.23	24.11	19.37	39.83	45.60	48.92	19.39	17.12	31.97	35.58	3.39	48.00	48.04	8.34	46.41	24.21	46.58	43.95	43.03	18.23	49.90	44.24	35.86	27.31	37.26	40.32	7.83	31.79	
45.04	31.90	19.02	44.17	35.09	49.68	25.38	31.13	8.84	35.35	17.83	4.25	19.64	9.17	40.35	38.60	20.64	33.39	28.23	31.34	42.10	17.87	16.86	33.61	22.21	37.36	16.43	23.08	0.00	13.78	22.01	11.78	2.91	28.41	14.81	35.06	21.94	21.85	28.13	29.70	17.34	5.99	12.21	24.56	31.57	44.33	33.12	27.70	26.97	40.73	4.94	38.96	17.43	28.04	3.75	19.27	50.27	34.45	32.84	24.86	14.57	30.58	20.75	43.84	43.03	29.95	45.99	23.45	38.08	30.92	42.86	28.02	31.05	44.39	12.80	32.29	18.40	30.22	17.87	35.85	
37.11	34.22	7.73	45.77	33.10	39.04	23.96	36.04	15.58	27.05	14.20	11.06	24.97	8.28	29.43	40.14	25.14	35.20	16.82	25.41	44.17	8.82	14.16	30.54	19.18	27.23	12.76	13.34	13.78	0.00	25.74	4.02	15.88	31.88	28.49	21.80	29.20	8.55	14.43	35.27	9.04	8.17	25.97	24.29	18.31	34.79	34.60	32.64	33.94	28.63	18.69	34.43	11.41	16.46	10.46	27.10	39.58	35.73	19.12	11.59	18.84	24.31	12.92	37.58	37.29	17.74	37.62	13.76	34.59	30.89	34.25	14.58	36.64	35.67	25.38	20.65	24.19	27.72	5.70	24.83	
32.07	9.91	33.47	22.17	15.86	41.11	9.14	10.30	13.23	25.35	13.38	25.05	3.26	28.24	34.12	16.64	1.71	11.47	42.30	18.87	20.09	34.20	12.67	16.06	11.41	30.21	14.13	39.05	22.01	25.74	0.00	21.75	24.29	6.49	28.75	36.77	7.08	33.19	36.79	9.68	34.17	24.22	24.34	7.08	34.15	34.39	11.31	6.94	9.63	37.34	21.98	22.09	16.60	27.26	23.71	7.70	41.73	12.66	37.76	29.69	7.65	19.03	38.18	28.49	27.07	42.71	33.61	21.82	20.04	10.43	31.48	32.36	11.02	32.93	18.37	29.99	4.47	13.01	31.41	31.00	
35.55	30.38	11.74	42.07	29.85	38.68	20.45	32.05	11.83	25.51	10.75	10.24	20.95	9.38	29.16	36.41	21.13	31.41	20.82	23.00	40.41	12.58	10.53	27.48	15.84	26.52	9.22	17.30	11.78	4.02	21.75	0.00	14.33	27.94	26.56	23.31	25.21	12.26	17.57	31.25	12.66	7.36	23.59	20.62	19.82	33.86	30.85	28.63	29.93	29.10	16.42	31.77	8.41	16.47	9.20	23.15	39.24	32.01	21.41	13.17	14.82	21.98	16.64	35.45	35.00	21.64	36.23	12.53	31.67	27.28	32.92	16.36	32.63	34.40	22.25	20.75	20.18	24.49	9.72	24.58	
47.95	34.20	20.28	46.45	37.80	52.51	28.13	33.02	11.32	38.25	20.74	5.11	21.73	9.92	43.15	40.93	22.84	35.74	29.21	34.24	44.33	18.75	19.76	36.40	25.08	40.21	19.35	23.81	2.91	15.88	24.29	14.33	0.00	30.59	12.66	37.47	23.56	23.54	29.98	31.50	18.11	7.74	10.74	27.24	33.96	47.21	35.51	29.66	28.52	43.40	4.09	41.80	20.33	30.72	5.43	20.84	53.10	36.85	35.00	27.23	17.04	33.50	21.18	46.74	45.91	31.12	48.90	26.26	40.87	33.51	45.76	30.35	32.82	47.30	12.76	34.99	20.46	33.00	19.38	38.63	
31.57	4.03	39.59	15.92	13.36	41.83	11.23	4.96	19.68	26.69	18.67	31.53	8.89	34.71	36.03	10.62	7.77	5.80	48.21	20.10	13.75	40.47	18.20	14.89	15.34	32.11	19.70	45.22	28.41	31.88	6.49	27.94	30.59	0.00	33.88	40.69	9.49	38.97	42.06	5.55	40.48	30.70	29.53	9.48	38.41	34.98	6.04	3.35	8.30	39.92	28.03	20.45	21.96	31.26	30.19	11.60	42.42	7.29	42.31	34.66	14.14	20.64	44.48	27.11	25.47	48.43	33.26	26.21	17.88	7.87	31.70	37.08	6.42	33.01	23.30	33.37	10.20	12.86	37.49	33.57	
57.48	37.88	32.70	49.40	44.28	63.46	35.45	34.54	19.19	48.37	30.52	17.72	25.54	22.24	54.41	44.44	27.04	39.63	41.26	43.39	47.06	30.87	29.36	43.72	33.79	51.15	29.43	35.64	14.81	28.49	28.75	26.56	12.66	33.88	0.00	49.86	24.77	36.17	42.63	32.64	30.14	20.39	4.41	33.98	46.37	57.67	39.70	31.77	28.74	55.22	10.22	49.60	31.07	42.54	18.06	22.33	64.06	41.03	47.61	39.67	23.55	42.88	32.67	55.33	54.22	43.37	58.65	37.60	48.08	39.11	55.75	42.83	33.69	57.31	10.58	46.74	24.28	40.31	31.96	50.02	
25.85	40.92	21.65	48.97	33.94	21.46	29.52	45.64	33.35	18.81	24.00	32.84	37.92	29.73	13.33	44.34	37.20	40.95	21.44	23.00	48.34	24.63	25.06	30.61	25.53	14.30	23.95	24.26	35.06	21.80	36.77	23.31	37.47	40.69	49.86	0.00	42.95	16.89	11.66	45.81	25.49	29.90	46.83	31.21	3.51	20.56	40.08	43.01	46.40	9.26	39.73	30.58	21.40	9.51	32.11	41.89	21.82	40.63	5.29	10.25	33.24	21.91	26.91	29.55	30.34	19.21	25.30	15.04	32.50	35.40	22.31	7.25	46.95	23.06	44.77	7.91	37.84	29.89	20.79	10.67	
39.03	13.49	36.79	24.63	22.02	48.20	16.22	9.88	14.27	32.42	19.01	25.73	5.03	29.79	41.10	19.79	6.00	15.28	46.03	25.95	22.29	36.98	18.05	22.73	18.12	37.21	19.35	42.11	21.94	29.20	7.08	25.21	23.56	9.49	24.77	42.95	0.00	37.32	41.69	8.12	36.78	25.71	20.54	14.16	40.12	41.47	15.53	7.02	5.04	44.15	20.33	28.69	21.94	33.51	24.58	2.74	48.81	16.78	43.43	35.08	10.52	26.10	40.72	35.23	33.72	46.81	40.60	27.91	26.42	16.37	38.54	37.96	9.36	39.97	14.23	36.54	5.24	19.89	34.88	37.85	
37.80	40.82	4.76	51.70	37.90	37.05	29.73	43.43	24.06	28.19	20.41	18.45	32.84	14.21	27.69	46.21	32.81	41.57	9.34	28.55	50.34	7.75	20.77	34.95	24.78	26.58	19.27	8.52	21.85	8.55	33.19	12.26	23.54	38.97	36.17	16.89	37.32	0.00	6.60	42.85	8.61	15.90	34.04	30.51	13.77	34.16	40.88	40.12	41.90	25.37	26.78	37.71	17.16	15.60	18.23	35.35	37.51	41.88	12.73	8.63	26.82	27.33	10.39	39.52	39.61	9.54	37.91	15.96	38.49	36.73	34.52	10.14	44.20	35.75	33.87	18.91	32.18	32.65	4.35	23.40	
35.54	43.38	11.04	53.41	38.90	32.91	31.87	46.77	29.30	26.72	23.47	24.92	36.94	20.80	24.09	48.16	36.68	43.89	10.03	28.61	52.30	13.88	24.12	35.72	27.04	23.85	22.67	12.67	28.13	14.43	36.79	17.57	29.98	42.06	42.63	11.66	41.69	6.60	0.00	46.44	14.78	22.27	40.34	33.01	9.31	31.07	43.12	43.64	45.98	20.80	33.05	37.47	20.21	14.02	24.61	39.98	33.31	43.97	6.73	7.75	31.21	27.38	15.51	38.16	38.54	8.29	35.35	16.69	38.72	38.68	32.08	6.84	47.74	33.12	39.73	16.06	36.46	33.95	10.95	20.32	
36.95	8.06	42.99	17.03	18.48	47.35	16.59	2.01	21.48	32.24	22.98	33.28	10.49	37.01	41.56	12.88	10.13	9.61	51.93	25.65	14.65	43.56	22.33	20.31	20.30	37.64	23.80	48.51	29.70	35.27	9.68	31.25	31.50	5.55	32.64	45.81	8.12	42.85	46.44	0.00	43.46	32.92	28.50	14.70	43.39	40.50	10.24	2.82	4.15	45.38	28.40	25.66	26.23	36.32	32.05	10.83	47.94	11.14	47.16	39.25	16.60	26.17	47.46	32.31	30.63	52.38	38.66	31.09	22.97	13.24	37.19	41.83	1.39	38.48	22.20	38.64	11.54	18.41	40.96	39.02	
44.93	43.03	3.85	54.72	42.12	45.27	32.98	44.40	22.57	35.00	23.22	13.20	33.00	8.23	35.77	49.07	33.38	44.07	11.14	34.10	53.07	0.90	23.13	39.53	28.22	34.24	21.76	5.75	17.34	9.04	34.17	12.66	18.11	40.48	30.14	25.49	36.78	8.61	14.78	43.46	0.00	11.67	28.84	33.26	22.33	41.88	43.51	40.94	41.71	33.83	21.96	43.21	20.44	23.11	13.62	34.42	45.76	44.67	21.27	16.59	26.86	32.95	4.01	45.95	45.80	13.27	45.25	21.88	43.51	39.89	41.84	18.61	44.85	43.17	30.12	26.86	32.07	36.75	5.12	31.32	
42.65	33.78	13.05	45.93	35.17	46.03	25.43	34.10	11.48	32.67	16.45	2.96	22.47	4.09	36.50	40.26	23.14	35.08	22.35	29.63	44.04	12.12	15.80	33.20	21.41	33.87	14.88	17.38	5.99	8.17	24.22	7.36	7.74	30.70	20.39	29.90	25.71	15.90	22.27	32.92	11.67	0.00	18.15	25.09	26.40	41.18	34.67	30.61	30.73	36.28	10.91	38.01	14.98	23.74	2.34	23.20	46.60	35.94	27.28	19.66	16.59	28.70	15.36	42.19	41.60	23.98	43.41	19.87	37.57	31.76	40.13	22.72	34.30	41.63	18.57	28.02	21.38	29.97	11.88	31.92	
53.30	33.53	30.99	45.14	39.88	59.60	31.10	30.37	15.13	44.34	26.54	15.80	21.14	20.66	50.67	40.12	22.64	35.27	39.94	39.20	42.82	29.49	25.36	39.35	29.60	47.33	25.54	34.50	12.21	25.97	24.34	23.59	10.74	29.53	4.41	46.83	20.54	34.04	40.34	28.50	28.84	18.15	0.00	29.61	43.37	53.68	35.32	27.52	24.69	51.74	7.29	45.25	27.33	39.12	15.82	18.03	60.20	36.66	44.92	36.75	19.22	38.73	31.78	51.04	49.90	41.85	54.51	33.99	43.70	34.70	51.67	39.95	29.60	53.22	6.31	43.25	19.88	35.95	29.99	46.36	
