60
14.44	13.78	15.41	17.05	17.59	18.27	16.75	15.26	12.55	16.47	20.07	17.00	30.74	31.16	32.82	34.47	34.10	33.80	32.11	30.41	32.76	32.76	32.76	32.76	32.76	32.76	32.76	44.91	44.91	44.91	44.91	0.00	0.00	0.00	0.00	19.10	19.10	19.10	19.10	19.10	19.10	19.10	21.71	22.95	34.37	50.86	39.63	47.17	13.46	48.32	25.98	34.93	39.95	52.77	36.81	45.59	31.31	4.45	34.54	19.66	
14.44	13.78	15.41	17.05	17.59	18.27	16.75	15.26	12.55	16.47	20.07	17.00	30.74	31.16	32.82	34.47	34.10	33.80	32.11	30.41	32.76	32.76	32.76	32.76	32.76	32.76	32.76	44.91	44.91	44.91	44.91	0.00	0.00	0.00	0.00	19.10	19.10	19.10	19.10	19.10	19.10	19.10	21.71	22.95	34.37	50.86	39.63	47.17	13.46	48.32	25.98	34.93	39.95	52.77	36.81	45.59	31.31	4.45	34.54	19.66	
14.44	13.78	15.41	17.05	17.59	18.27	16.75	15.26	12.55	16.47	20.07	17.00	30.74	31.16	32.82	34.47	34.10	33.80	32.11	30.41	32.76	32.76	32.76	32.76	32.76	32.76	32.76	44.91	44.91	44.91	44.91	0.00	0.00	0.00	0.00	19.10	19.10	19.10	19.10	19.10	19.10	19.10	21.71	22.95	34.37	50.86	39.63	47.17	13.46	48.32	25.98	34.93	39.95	52.77	36.81	45.59	31.31	4.45	34.54	19.66	
14.44	13.78	15.41	17.05	17.59	18.27	16.75	15.26	12.55	16.47	20.07	17.00	30.74	31.16	32.82	34.47	34.10	33.80	32.11	30.41	32.76	32.76	32.76	32.76	32.76	32.76	32.76	44.91	44.91	44.91	44.91	0.00	0.00	0.00	0.00	19.10	19.10	19.10	19.10	19.10	19.10	19.10	21.71	22.95	34.37	50.86	39.63	47.17	13.46	48.32	25.98	34.93	39.95	52.77	36.81	45.59	31.31	4.45	34.54	19.66	
27.57	26.01	26.78	27.64	29.11	30.61	29.84	29.15	29.29	30.83	35.84	34.53	30.58	29.93	31.54	33.16	33.74	34.41	32.85	31.30	44.41	44.41	44.41	44.41	44.41	44.41	44.41	50.48	50.48	50.48	50.48	19.10	19.10	19.10	19.10	0.00	0.00	0.00	0.00	0.00	0.00	0.00	36.11	25.16	46.38	58.34	46.84	52.76	32.28	55.15	17.41	39.18	47.02	44.36	42.81	50.61	22.07	23.54	22.06	12.33	
27.57	26.01	26.78	27.64	29.11	30.61	29.84	29.15	29.29	30.83	35.84	34.53	30.58	29.93	31.54	33.16	33.74	34.41	32.85	31.30	44.41	44.41	44.41	44.41	44.41	44.41	44.41	50.48	50.48	50.48	50.48	19.10	19.10	19.10	19.10	0.00	0.00	0.00	0.00	0.00	0.00	0.00	36.11	25.16	46.38	58.34	46.84	52.76	32.28	55.15	17.41	39.18	47.02	44.36	42.81	50.61	22.07	23.54	22.06	12.33	
27.57	26.01	26.78	27.64	29.11	30.61	29.84	29.15	29.29	30.83	35.84	34.53	30.58	29.93	31.54	33.16	33.74	34.41	32.85	31.30	44.41	44.41	44.41	44.41	44.41	44.41	44.41	50.48	50.48	50.48	50.48	19.10	19.10	19.10	19.10	0.00	0.00	0.00	0.00	0.00	0.00	0.00	36.11	25.16	46.38	58.34	46.84	52.76	32.28	55.15	17.41	39.18	47.02	44.36	42.81	50.61	22.07	23.54	22.06	12.33	
27.57	26.01	26.78	27.64	29.11	30.61	29.84	29.15	29.29	30.83	35.84	34.53	30.58	29.93	31.54	33.16	33.74	34.41	32.85	31.30	44.41	44.41	44.41	44.41	44.41	44.41	44.41	50.48	50.48	50.48	50.48	19.10	19.10	19.10	19.10	0.00	0.00	0.00	0.00	0.00	0.00	0.00	36.11	25.16	46.38	58.34	46.84	52.76	32.28	55.15	17.41	39.18	47.02	44.36	42.81	50.61	22.07	23.54	22.06	12.33	
27.57	26.01	26.78	27.64	29.11	30.61	29.84	29.15	29.29	30.83	35.84	34.53	30.58	29.93	31.54	33.16	33.74	34.41	32.85	31.30	44.41	44.41	44.41	44.41	44.41	44.41	44.41	50.48	50.48	50.48	50.48	19.10	19.10	19.10	19.10	0.00	0.00	0.00	0.00	0.00	0.00	0.00	36.11	25.16	46.38	58.34	46.84	52.76	32.28	55.15	17.41	39.18	47.02	44.36	42.81	50.61	22.07	23.54	22.06	12.33	
27.57	26.01	26.78	27.64	29.11	30.61	29.84	29.15	29.29	30.83	35.84	34.53	30.58	29.93	31.54	33.16	33.74	34.41	32.85	31.30	44.41	44.41	44.41	44.41	44.41	44.41	44.41	50.48	50.48	50.48	50.48	19.10	19.10	19.10	19.10	0.00	0.00	0.00	0.00	0.00	0.00	0.00	36.11	25.16	46.38	58.34	46.84	52.76	32.28	55.15	17.41	39.18	47.02	44.36	42.81	50.61	22.07	23.54	22.06	12.33	
27.57	26.01	26.78	27.64	29.11	30.61	29.84	29.15	29.29	30.83	35.84	34.53	30.58	29.93	31.54	33.16	33.74	34.41	32.85	31.30	44.41	44.41	44.41	44.41	44.41	44.41	44.41	50.48	50.48	50.48	50.48	19.10	19.10	19.10	19.10	0.00	0.00	0.00	0.00	0.00	0.00	0.00	36.11	25.16	46.38	58.34	46.84	52.76	32.28	55.15	17.41	39.18	47.02	44.36	42.81	50.61	22.07	23.54	22.06	12.33	
8.53	10.12	9.65	9.48	7.76	6.05	6.32	7.01	9.60	5.43	3.35	8.60	24.74	26.19	27.11	28.11	26.76	25.45	24.35	23.32	11.83	11.83	11.83	11.83	11.83	11.83	11.83	27.91	27.91	27.91	27.91	21.71	21.71	21.71	21.71	36.11	36.11	36.11	36.11	36.11	36.11	36.11	0.00	19.43	13.09	31.54	21.81	29.84	14.37	29.74	31.53	21.72	22.22	49.80	20.94	29.04	34.91	19.24	40.34	28.58	
14.34	13.11	11.92	10.88	12.34	13.85	14.69	15.67	20.25	16.83	21.50	24.26	7.82	8.48	10.02	11.61	11.14	10.92	9.21	7.50	22.13	22.13	22.13	22.13	22.13	22.13	22.13	25.34	25.34	25.34	25.34	22.95	22.95	22.95	22.95	25.16	25.16	25.16	25.16	25.16	25.16	25.16	19.43	0.00	24.17	33.22	21.83	27.63	26.96	30.00	13.30	14.08	21.97	31.89	17.67	25.53	15.68	24.32	21.34	13.46	
20.15	21.27	20.04	18.88	17.61	16.43	17.74	19.12	22.67	17.93	15.85	21.06	25.68	27.39	27.53	27.77	26.08	24.40	24.12	23.97	2.05	2.05	2.05	2.05	2.05	2.05	2.05	18.25	18.25	18.25	18.25	34.37	34.37	34.37	34.37	46.38	46.38	46.38	46.38	46.38	46.38	46.38	13.09	24.17	0.00	19.37	12.43	19.60	27.09	18.31	37.47	17.68	12.85	48.33	14.29	19.66	39.25	32.25	45.06	36.62	
36.54	37.08	35.47	33.86	33.28	32.77	34.42	36.08	40.61	35.38	34.68	40.00	29.69	31.07	30.12	29.23	27.75	26.31	27.29	28.34	19.96	19.96	19.96	19.96	19.96	19.96	19.96	8.86	8.86	8.86	8.86	50.86	50.86	50.86	50.86	58.34	58.34	58.34	58.34	58.34	58.34	58.34	31.54	33.22	19.37	0.00	11.58	7.22	45.90	3.49	44.66	19.60	11.36	43.27	15.55	9.60	44.03	49.67	49.46	46.60	
25.53	25.89	24.23	22.58	22.16	21.88	23.58	25.28	30.14	24.81	25.14	30.41	19.33	20.90	20.29	19.82	18.16	16.51	17.08	17.79	11.85	11.85	11.85	11.85	11.85	11.85	11.85	6.16	6.16	6.16	6.16	39.63	39.63	39.63	39.63	46.84	46.84	46.84	46.84	46.84	46.84	46.84	21.81	21.83	12.43	11.58	0.00	8.04	36.01	8.71	33.87	9.08	0.43	37.89	4.50	7.43	33.93	38.77	39.60	35.28	
33.31	33.54	31.85	30.16	29.91	29.74	31.46	33.17	38.11	32.78	33.16	38.44	23.18	24.44	23.34	22.33	20.94	19.60	20.75	21.98	19.43	19.43	19.43	19.43	19.43	19.43	19.43	2.31	2.31	2.31	2.31	47.17	47.17	47.17	47.17	52.76	52.76	52.76	52.76	52.76	52.76	52.76	29.84	27.63	19.60	7.22	8.04	0.00	44.04	3.92	38.24	13.58	7.63	36.23	10.42	2.44	37.23	46.56	42.54	40.73	
12.87	13.88	15.25	16.68	15.86	15.18	13.58	12.02	6.84	11.71	11.27	6.05	34.25	35.27	36.64	38.03	37.08	36.19	34.72	33.27	26.07	26.07	26.07	26.07	26.07	26.07	26.07	42.02	42.02	42.02	42.02	13.46	13.46	13.46	13.46	32.28	32.28	32.28	32.28	32.28	32.28	32.28	14.37	26.96	27.09	45.90	36.01	44.04	0.00	44.09	35.10	34.43	36.40	58.85	34.60	43.06	39.85	9.14	44.25	29.83	
34.14	34.56	32.91	31.27	30.80	30.43	32.11	33.80	38.51	33.22	32.97	38.30	26.24	27.61	26.63	25.73	24.26	22.83	23.84	24.92	18.55	18.55	18.55	18.55	18.55	18.55	18.55	5.37	5.37	5.37	5.37	48.32	48.32	48.32	48.32	55.15	55.15	55.15	55.15	55.15	55.15	55.15	29.74	30.00	18.31	3.49	8.71	3.92	44.09	0.00	41.24	16.22	8.42	40.15	12.35	6.19	40.55	47.35	45.97	43.32	
24.47	22.82	22.41	22.12	23.82	25.52	25.77	26.13	29.30	27.68	32.91	34.28	15.07	13.91	15.26	16.68	17.66	18.74	17.49	16.32	35.43	35.43	35.43	35.43	35.43	35.43	35.43	36.10	36.10	36.10	36.10	25.98	25.98	25.98	25.98	17.41	17.41	17.41	17.41	17.41	17.41	17.41	31.53	13.30	37.47	44.66	33.87	38.24	35.10	41.24	0.00	25.09	33.93	27.90	29.43	35.90	5.43	29.22	9.18	6.63	
22.20	21.96	20.26	18.55	18.84	19.27	20.91	22.57	27.83	22.72	24.95	29.68	10.29	11.83	11.24	10.88	9.19	7.50	8.00	8.81	16.16	16.16	16.16	16.16	16.16	16.16	16.16	11.30	11.30	11.30	11.30	34.93	34.93	34.93	34.93	39.18	39.18	39.18	39.18	39.18	39.18	39.18	21.72	14.08	17.68	19.60	9.08	13.58	34.43	16.22	25.09	0.00	9.05	30.65	4.60	11.45	24.88	35.03	30.53	27.18	
25.88	26.22	24.55	22.90	22.50	22.24	23.94	25.64	30.52	25.19	25.55	30.82	19.32	20.87	20.24	19.73	18.08	16.44	17.05	17.80	12.29	12.29	12.29	12.29	12.29	12.29	12.29	5.73	5.73	5.73	5.73	39.95	39.95	39.95	39.95	47.02	47.02	47.02	47.02	47.02	47.02	47.02	22.22	21.97	12.85	11.36	0.43	7.63	36.40	8.42	33.93	9.05	0.00	37.62	4.51	7.00	33.92	39.12	39.57	35.41	
46.19	45.00	43.77	42.57	43.83	45.12	46.25	47.42	52.14	48.41	52.49	55.95	25.12	23.81	22.72	21.70	23.13	24.60	25.50	26.48	46.78	46.78	46.78	46.78	46.78	46.78	46.78	35.32	35.32	35.32	35.32	52.77	52.77	52.77	52.77	44.36	44.36	44.36	44.36	44.36	44.36	44.36	49.80	31.89	48.33	43.27	37.89	36.23	58.85	40.15	27.90	30.65	37.62	0.00	34.41	34.12	22.59	55.22	22.77	34.47	
23.19	23.29	21.58	19.88	19.76	19.79	21.50	23.22	28.33	23.03	24.29	29.36	14.83	16.41	15.84	15.44	13.76	12.09	12.59	13.29	13.10	13.10	13.10	13.10	13.10	13.10	13.10	8.13	8.13	8.13	8.13	36.81	36.81	36.81	36.81	42.81	42.81	42.81	42.81	42.81	42.81	42.81	20.94	17.67	14.29	15.55	4.50	10.42	34.60	12.35	29.43	4.60	4.51	34.41	0.00	8.80	29.43	36.38	35.11	31.06	
31.95	32.08	30.37	28.67	28.53	28.49	30.20	31.91	36.96	31.63	32.39	37.61	20.83	22.06	20.94	19.90	18.53	17.22	18.40	19.67	19.24	19.24	19.24	19.24	19.24	19.24	19.24	1.49	1.49	1.49	1.49	45.59	45.59	45.59	45.59	50.61	50.61	50.61	50.61	50.61	50.61	50.61	29.04	25.53	19.66	9.60	7.43	2.44	43.06	6.19	35.90	11.45	7.00	34.12	8.80	0.00	34.82	45.16	40.11	38.52	
28.56	26.98	26.33	25.77	27.41	29.06	29.56	30.14	33.77	31.59	36.65	38.55	14.60	13.05	13.92	14.93	16.30	17.73	16.89	16.18	37.26	37.26	37.26	37.26	37.26	37.26	37.26	35.24	35.24	35.24	35.24	31.31	31.31	31.31	31.31	22.07	22.07	22.07	22.07	22.07	22.07	22.07	34.91	15.68	39.25	44.03	33.93	37.23	39.85	40.55	5.43	24.88	33.92	22.59	29.43	34.82	0.00	34.41	5.82	12.05	
13.25	13.12	14.84	16.55	16.65	16.93	15.26	13.59	9.65	14.43	17.10	13.32	32.12	32.76	34.34	35.93	35.36	34.85	33.21	31.57	30.80	30.80	30.80	30.80	30.80	30.80	30.80	44.36	44.36	44.36	44.36	4.45	4.45	4.45	4.45	23.54	23.54	23.54	23.54	23.54	23.54	23.54	19.24	24.32	32.25	49.67	38.77	46.56	9.14	47.35	29.22	35.03	39.12	55.22	36.38	45.16	34.41	0.00	38.04	23.17	
